"","nearest_coarse_block","BBA_ID","Lat1","Lon1","Forest1","Elev1","Lat2","Lon2","Forest2","Elev2","Lat3","Lon3","Forest3","Elev3","Lat4","Lon4","Forest4","Elev4","Centroid_ID","nearest_block_BBA_ID","Cell","eLists","eHours","eKM","eHA","eNumObs","eCount","total.eLists","total.eHours.x","total.eNumObs","total.eCount.x","avg.eCount","avg.eHours"
"1365",369,"76B13",40.3125,-77.96875,0.586685824,360.629125,40.29166667,-77.9375,0.342001244,295.3947508,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,1357,1357,3698,5,0.5,0,0,5,0,5,0.5,5,0,0,0.375
"1366",369,"76B14",40.3125,-77.90625,0.11582259,218.1225869,40.29166667,-77.9375,0.342001244,295.3947508,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,1359,1359,3696,1,0.1,0,0,1,0,1,0.1,1,0,0,0.375
"1367",369,"76B15",40.27083333,-77.96875,0.471897436,390.0437181,40.29166667,-77.9375,0.342001244,295.3947508,40.16666667,-77.75,0.577903907,289.1796752,40.33333333,-77.5,0.50159804,238.8464636,1360,1360,3791,9,0.9,0,0,9,0,9,0.9,9,0,0,0.375
"1368",370,"62C26",40.64583333,-77.78125,0.751353775,333.1138916,40.625,-77.8125,0.608601843,320.1613515,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1362,1362,2979,2,4,6.438,0,7,0,2,4,7,0,0,1
"1369",370,"62D21",40.60416667,-77.84375,0.339024892,275.646183,40.625,-77.8125,0.608601843,320.1613515,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1363,1363,3067,0,0,0,0,0,0,0,0,0,0,0,1
"1370",370,"62C25",40.64583333,-77.84375,0.599337634,NA,40.625,-77.8125,0.608601843,320.1613515,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1364,1364,2981,0,0,0,0,0,0,0,0,0,0,0,1
"1371",370,"62D22",40.60416667,-77.78125,0.74469107,351.7239799,40.625,-77.8125,0.608601843,320.1613515,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1365,1365,3065,0,0,0,0,0,0,0,0,0,0,0,1
"1372",371,"62D11",40.60416667,-77.96875,0.227858956,324.9951804,40.625,-77.9375,0.344837087,297.7661067,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1366,1366,3071,14,1.4,0,0,14,0,14,1.4,14,0,0,0.35
"1373",371,"62C15",40.64583333,-77.96875,0.10981934,266.4586658,40.625,-77.9375,0.344837087,297.7661067,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1371,1371,2985,0,0,0,0,0,0,0,0,0,0,0,0.35
"1374",371,"62C16",40.64583333,-77.90625,0.388053525,278.322979,40.625,-77.9375,0.344837087,297.7661067,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1374,1374,2983,0,0,0,0,0,0,0,0,0,0,0,0.35
"1375",371,"62D12",40.60416667,-77.90625,0.653616525,321.2876015,40.625,-77.9375,0.344837087,297.7661067,40.5,-77.75,0.454454408,263.1662703,40.33333333,-77.5,0.50159804,238.8464636,1375,1375,3069,0,0,0,0,0,0,0,0,0,0,0,0.35
"1376",372,"75D73",40.0625,-78.09375,0.594317366,407.2921906,40.04166667,-78.0625,0.612039849,343.2384744,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1376,1376,4250,0,0,0,0,0,0,0,0,0,0,0,0
"1377",372,"75D76",40.02083333,-78.03125,0.761346147,284.5479908,40.04166667,-78.0625,0.612039849,343.2384744,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1407,1407,4341,0,0,0,0,0,0,0,0,0,0,0,0
"1378",372,"75D75",40.02083333,-78.09375,0.371071978,346.286911,40.04166667,-78.0625,0.612039849,343.2384744,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1410,1410,4339,0,0,0,0,0,0,0,0,0,0,0,0
"1379",372,"75D74",40.0625,-78.03125,0.721423906,334.8268051,40.04166667,-78.0625,0.612039849,343.2384744,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1398,1398,4252,0,0,0,0,0,0,0,0,0,0,0,0
"1380",373,"75C65",40.14583333,-78.21875,0.525394106,402.0982666,40.125,-78.1875,0.66521724,479.0726886,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1403,1403,4065,9,0.9,0,0,9,0,9,0.9,9,0,0,0.475
"1381",373,"75D62",40.10416667,-78.15625,0.454968454,394.7541765,40.125,-78.1875,0.66521724,479.0726886,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1381,1381,4158,7,0.7,0,0,7,0,7,0.7,7,0,0,0.475
"1382",373,"75C66",40.14583333,-78.15625,0.855392746,632.1818644,40.125,-78.1875,0.66521724,479.0726886,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1380,1380,4067,3,0.3,0,0,3,0,3,0.3,3,0,0,0.475
"1383",373,"75D61",40.10416667,-78.21875,0.825113652,487.2564468,40.125,-78.1875,0.66521724,479.0726886,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1377,1377,4156,0,0,0,0,0,0,0,0,0,0,0,0.475
"1384",374,"75D66",40.02083333,-78.15625,0.342531801,611.8244106,40.04166667,-78.1875,0.394080888,472.4321991,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1379,1379,4337,8,1.2,6.437,0,8,0,8,1.2,8,0,0,0.475
"1385",374,"75D63",40.0625,-78.21875,0.432590412,491.5981178,40.04166667,-78.1875,0.394080888,472.4321991,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1409,1409,4246,0,0,0,0,0,0,0,0,0,0,0,0.475
"1386",374,"75D64",40.0625,-78.15625,0.475221451,384.4116908,40.04166667,-78.1875,0.394080888,472.4321991,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1378,1378,4248,7,0.7,0,0,7,0,7,0.7,7,0,0,0.475
"1387",374,"75D65",40.02083333,-78.21875,0.325979889,401.894577,40.04166667,-78.1875,0.394080888,472.4321991,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1408,1408,4335,0,0,0,0,0,0,0,0,0,0,0,0.475
"1388",375,"75D55",40.02083333,-78.34375,0.845716843,345.2323875,40.04166667,-78.3125,0.69207851,354.1663828,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1382,1382,4331,0,0,0,0,0,0,0,0,0,0,0,0
"1389",375,"75D53",40.0625,-78.34375,0.673383769,351.7029419,40.04166667,-78.3125,0.69207851,354.1663828,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1383,1383,4242,0,0,0,0,0,0,0,0,0,0,0,0
"1390",375,"75D56",40.02083333,-78.28125,0.665476272,350.4485664,40.04166667,-78.3125,0.69207851,354.1663828,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1420,1420,4333,0,0,0,0,0,0,0,0,0,0,0,0
"1391",375,"75D54",40.0625,-78.28125,0.583737155,369.2816353,40.04166667,-78.3125,0.69207851,354.1663828,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1421,1421,4244,0,0,0,0,0,0,0,0,0,0,0,0
"1392",376,"74D43",40.0625,-78.46875,0.68219976,352.8197708,40.04166667,-78.4375,0.694080624,349.8651848,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1384,1384,4238,0,0,0,0,0,0,0,0,0,0,0,1.165
"1393",376,"74D45",40.02083333,-78.46875,0.764972061,338.5370789,40.04166667,-78.4375,0.694080624,349.8651848,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1386,1386,4327,4,4.66,9.657,0,14,0,4,4.66,14,0,0,1.165
"1394",376,"75D44",40.0625,-78.40625,0.929731772,365.1290932,40.04166667,-78.4375,0.694080624,349.8651848,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1417,1417,4240,0,0,0,0,0,0,0,0,0,0,0,1.165
"1395",376,"75D46",40.02083333,-78.40625,0.399418903,342.9747963,40.04166667,-78.4375,0.694080624,349.8651848,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1385,1385,4329,0,0,0,0,0,0,0,0,0,0,0,1.165
"1396",377,"75B53",40.3125,-78.34375,0.72261599,426.5405312,40.29166667,-78.3125,0.578597344,424.4990149,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1422,1422,3687,8,0.8,0,0,8,0,8,0.8,8,0,0,0.6
"1397",377,"75B55",40.27083333,-78.34375,0.657330685,435.8119965,40.29166667,-78.3125,0.578597344,424.4990149,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1387,1387,3780,8,0.8,0,0,8,0,8,0.8,8,0,0,0.6
"1398",377,"75B56",40.27083333,-78.28125,0.600150628,397.7922592,40.29166667,-78.3125,0.578597344,424.4990149,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1423,1423,3782,8,0.8,0,0,8,0,8,0.8,8,0,0,0.6
"1399",377,"75B54",40.3125,-78.28125,0.334292073,437.8512726,40.29166667,-78.3125,0.578597344,424.4990149,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1424,1424,3689,0,0,0,0,0,0,0,0,0,0,0,0.6
"1400",378,"74B45",40.27083333,-78.46875,0.408763876,372.9040222,40.29166667,-78.4375,0.279896119,408.5889511,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1388,1388,3776,0,0,0,0,0,0,0,0,0,0,0,0
"1401",378,"74B43",40.3125,-78.46875,0.140547391,372.8999138,40.29166667,-78.4375,0.279896119,408.5889511,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1447,1447,3683,0,0,0,0,0,0,0,0,0,0,0,0
"1402",378,"75B44",40.3125,-78.40625,0.368047945,441.457489,40.29166667,-78.4375,0.279896119,408.5889511,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1448,1448,3685,0,0,0,0,0,0,0,0,0,0,0,0
"1403",378,"75B46",40.27083333,-78.40625,0.202225265,447.0943794,40.29166667,-78.4375,0.279896119,408.5889511,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1460,1460,3778,0,0,0,0,0,0,0,0,0,0,0,0
"1404",379,"75C51",40.22916667,-78.34375,0.385510819,471.4873695,40.20833333,-78.3125,0.554705369,411.3447557,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1391,1391,3874,0,0,0,0,0,0,0,0,0,0,0,0.2
"1405",379,"75C52",40.22916667,-78.28125,0.606496711,421.2071457,40.20833333,-78.3125,0.554705369,411.3447557,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1389,1389,3876,8,0.8,0,0,8,0,8,0.8,8,0,0,0.2
"1406",379,"75C54",40.1875,-78.28125,0.710406465,355.0388012,40.20833333,-78.3125,0.554705369,411.3447557,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1390,1390,3970,0,0,0,0,0,0,0,0,0,0,0,0.2
"1407",379,"75C53",40.1875,-78.34375,0.516407481,397.6457062,40.20833333,-78.3125,0.554705369,411.3447557,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1461,1461,3968,0,0,0,0,0,0,0,0,0,0,0,0.2
"1408",380,"74C41",40.22916667,-78.46875,0.843916975,439.1754913,40.20833333,-78.4375,0.667684932,435.6181078,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1392,1392,3870,0,0,0,0,0,0,0,0,0,0,0,0
"1409",380,"74C43",40.1875,-78.46875,0.659651769,468.7054024,40.20833333,-78.4375,0.667684932,435.6181078,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1393,1393,3964,0,0,0,0,0,0,0,0,0,0,0,0
"1410",380,"75C44",40.1875,-78.40625,0.455525883,406.1826096,40.20833333,-78.4375,0.667684932,435.6181078,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1450,1450,3966,0,0,0,0,0,0,0,0,0,0,0,0
"1411",380,"75C42",40.22916667,-78.40625,0.711645102,428.4089279,40.20833333,-78.4375,0.667684932,435.6181078,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1449,1449,3872,0,0,0,0,0,0,0,0,0,0,0,0
"1412",381,"75B74",40.3125,-78.03125,0.84518384,359.2295189,40.29166667,-78.0625,0.639694366,382.0731897,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1405,1405,3697,8,0.8,0,0,8,0,8,0.8,8,0,0,0.4
"1413",381,"75B75",40.27083333,-78.09375,0.485095594,358.9086876,40.29166667,-78.0625,0.639694366,382.0731897,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1394,1394,3788,0,0,0,0,0,0,0,0,0,0,0,0.4
"1414",381,"75B73",40.3125,-78.09375,0.527384826,423.1564178,40.29166667,-78.0625,0.639694366,382.0731897,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1406,1406,3695,8,0.8,0,0,8,0,8,0.8,8,0,0,0.4
"1415",381,"75B76",40.27083333,-78.03125,0.701113204,386.9981346,40.29166667,-78.0625,0.639694366,382.0731897,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1395,1395,3790,0,0,0,0,0,0,0,0,0,0,0,0.4
"1416",382,"75B65",40.27083333,-78.21875,0.604799233,329.1725769,40.29166667,-78.1875,0.713542223,327.093123,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1451,1451,3784,8,0.8,0,0,8,0,8,0.8,8,0,0,0.575
"1417",382,"75B66",40.27083333,-78.15625,0.908194701,419.9368693,40.29166667,-78.1875,0.713542223,327.093123,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1397,1397,3786,6,0.6,0,0,6,0,6,0.6,6,0,0,0.575
"1418",382,"75B63",40.3125,-78.21875,0.549969176,281.8682534,40.29166667,-78.1875,0.713542223,327.093123,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1396,1396,3691,0,0,0,0,0,0,0,0,0,0,0,0.575
"1419",382,"75B64",40.3125,-78.15625,0.791205781,277.3947923,40.29166667,-78.1875,0.713542223,327.093123,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1452,1452,3693,9,0.9,0,0,9,0,9,0.9,9,0,0,0.575
"1420",383,"75C75",40.14583333,-78.09375,0.4853707,367.1579056,40.125,-78.0625,0.626232038,327.453208,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1401,1401,4069,0,0,0,0,0,0,0,0,0,0,0,0
"1421",383,"75D71",40.10416667,-78.09375,0.462995896,370.1108742,40.125,-78.0625,0.626232038,327.453208,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1402,1402,4160,0,0,0,0,0,0,0,0,0,0,0,0
"1422",383,"75C76",40.14583333,-78.03125,0.91363356,277.5229187,40.125,-78.0625,0.626232038,327.453208,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1400,1400,4071,0,0,0,0,0,0,0,0,0,0,0,0
"1423",383,"75D72",40.10416667,-78.03125,0.642927997,295.0211334,40.125,-78.0625,0.626232038,327.453208,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1399,1399,4162,0,0,0,0,0,0,0,0,0,0,0,0
"1424",384,"75C71",40.22916667,-78.09375,0.584031018,418.8632246,40.20833333,-78.0625,0.494787897,385.4281838,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1453,1453,3882,7,0.7,0,0,7,0,7,0.7,7,0,0,0.175
"1425",384,"75C74",40.1875,-78.03125,0.611014016,272.4554005,40.20833333,-78.0625,0.494787897,385.4281838,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1458,1458,3978,0,0,0,0,0,0,0,0,0,0,0,0.175
"1426",384,"75C72",40.22916667,-78.03125,0.58015084,320.0239127,40.20833333,-78.0625,0.494787897,385.4281838,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1404,1404,3884,0,0,0,0,0,0,0,0,0,0,0,0.175
"1427",384,"75C73",40.1875,-78.09375,0.203955712,530.3701973,40.20833333,-78.0625,0.494787897,385.4281838,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1459,1459,3976,0,0,0,0,0,0,0,0,0,0,0,0.175
"1428",385,"75D52",40.10416667,-78.28125,0.787125821,305.9516563,40.125,-78.3125,0.717212329,320.3973408,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1412,1412,4154,0,0,0,0,0,0,0,0,0,0,0,0
"1429",385,"75C56",40.14583333,-78.28125,0.805352132,328.2585831,40.125,-78.3125,0.717212329,320.3973408,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1411,1411,4063,0,0,0,0,0,0,0,0,0,0,0,0
"1430",385,"75C55",40.14583333,-78.34375,0.710832649,306.8400574,40.125,-78.3125,0.717212329,320.3973408,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1418,1418,4061,0,0,0,0,0,0,0,0,0,0,0,0
"1431",385,"75D51",40.10416667,-78.34375,0.565538714,340.5390663,40.125,-78.3125,0.717212329,320.3973408,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1419,1419,4152,0,0,0,0,0,0,0,0,0,0,0,0
"1432",386,"75C46",40.14583333,-78.40625,0.700219118,394.0680008,40.125,-78.4375,0.713770248,384.4052115,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1414,1414,4059,0,0,0,0,0,0,0,0,0,0,0,0
"1433",386,"74C45",40.14583333,-78.46875,0.774392543,405.6812897,40.125,-78.4375,0.713770248,384.4052115,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1415,1415,4057,0,0,0,0,0,0,0,0,0,0,0,0
"1434",386,"75D42",40.10416667,-78.40625,0.694313692,371.9203186,40.125,-78.4375,0.713770248,384.4052115,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1413,1413,4150,0,0,0,0,0,0,0,0,0,0,0,0
"1435",386,"74D41",40.10416667,-78.46875,0.686155638,365.9512367,40.125,-78.4375,0.713770248,384.4052115,40.16666667,-78.25,0.603111389,391.733662,40.33333333,-78.5,0.581702335,471.3057967,1416,1416,4148,0,0,0,0,0,0,0,0,0,0,0,0
"1436",387,"74D24",40.0625,-78.65625,0.980792276,404.0604744,40.04166667,-78.6875,0.707330729,448.131403,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1425,1425,4232,0,0,0,0,0,0,0,0,0,0,0,0.7425
"1437",387,"74D26",40.02083333,-78.65625,0.845811052,377.4944382,40.04166667,-78.6875,0.707330729,448.131403,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1435,1435,4321,10,2.97,19.312,0,10,0,10,2.97,10,0,0,0.7425
"1438",387,"74D25",40.02083333,-78.71875,0.443477069,456.6626892,40.04166667,-78.6875,0.707330729,448.131403,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1428,1428,4319,0,0,0,0,0,0,0,0,0,0,0,0.7425
"1439",387,"74D23",40.0625,-78.71875,0.559242518,554.3080101,40.04166667,-78.6875,0.707330729,448.131403,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1434,1434,4230,0,0,0,0,0,0,0,0,0,0,0,0.7425
"1440",388,"74D32",40.10416667,-78.53125,0.476966812,360.3209359,40.125,-78.5625,0.650259103,362.3100773,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1426,1426,4145,0,0,0,0,0,0,0,0,0,0,0,0
"1441",388,"74C35",40.14583333,-78.59375,0.942176521,361.994315,40.125,-78.5625,0.650259103,362.3100773,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1429,1429,4052,0,0,0,0,0,0,0,0,0,0,0,0
"1442",388,"74C36",40.14583333,-78.53125,0.640870161,359.2065392,40.125,-78.5625,0.650259103,362.3100773,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1440,1440,4054,0,0,0,0,0,0,0,0,0,0,0,0
"1443",388,"74D31",40.10416667,-78.59375,0.541022918,367.7185189,40.125,-78.5625,0.650259103,362.3100773,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1439,1439,4143,0,0,0,0,0,0,0,0,0,0,0,0
"1444",389,"74D21",40.10416667,-78.71875,0.594995716,689.1627045,40.125,-78.6875,0.556602598,563.6606617,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1443,1443,4139,0,0,0,0,0,0,0,0,0,0,0,1
"1445",389,"74D22",40.10416667,-78.65625,0.985542499,420.1165428,40.125,-78.6875,0.556602598,563.6606617,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1442,1442,4141,0,0,0,0,0,0,0,0,0,0,0,1
"1446",389,"74C25",40.14583333,-78.71875,0.342698554,719.9226303,40.125,-78.6875,0.556602598,563.6606617,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1441,1441,4048,2,4,19.311,0,3,0,2,4,3,0,0,1
"1447",389,"74C26",40.14583333,-78.65625,0.303173624,425.4407692,40.125,-78.6875,0.556602598,563.6606617,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1427,1427,4050,0,0,0,0,0,0,0,0,0,0,0,1
"1448",390,"74D33",40.0625,-78.59375,0.567676906,433.81393,40.04166667,-78.5625,0.57432964,395.8865479,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1431,1431,4234,0,0,0,0,0,0,0,0,0,0,0,0.2
"1449",390,"74D36",40.02083333,-78.53125,0.450496745,392.878952,40.04166667,-78.5625,0.57432964,395.8865479,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1433,1433,4325,0,0,0,0,0,0,0,0,0,0,0,0.2
"1450",390,"74D34",40.0625,-78.53125,0.59738123,370.2905312,40.04166667,-78.5625,0.57432964,395.8865479,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1430,1430,4236,0,0,0,0,0,0,0,0,0,0,0,0.2
"1451",390,"74D35",40.02083333,-78.59375,0.681763678,386.5627785,40.04166667,-78.5625,0.57432964,395.8865479,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1432,1432,4323,8,0.8,0,0,8,0,8,0.8,8,0,0,0.2
"1452",391,"74B33",40.3125,-78.59375,0.632507623,717.0710938,40.29166667,-78.5625,0.410719357,548.8059458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1437,1437,3678,0,0,0,0,0,0,0,0,0,0,0.25,1.3125
"1453",391,"74B34",40.3125,-78.53125,0.231783769,518.9861412,40.29166667,-78.5625,0.410719357,548.8059458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1438,1438,3680,0,0,0,0,0,0,0,0,0,0,0.25,1.3125
"1454",391,"74B35",40.27083333,-78.59375,0.582979307,504.5988525,40.29166667,-78.5625,0.410719357,548.8059458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1476,1476,3771,2,5.25,8.047,0,2,1,2,5.25,2,1,0.25,1.3125
"1455",391,"74B36",40.27083333,-78.53125,0.19560673,454.5676956,40.29166667,-78.5625,0.410719357,548.8059458,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1436,1436,3773,0,0,0,0,0,0,0,0,0,0,0.25,1.3125
"1456",392,"74D15",40.02083333,-78.84375,0.754113534,718.6284877,40.04166667,-78.8125,0.8040068,730.087807,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1445,1445,4315,0,0,0,0,0,0,0,0,0,0,0,0
"1457",392,"74D13",40.0625,-78.84375,0.589045319,742.3601074,40.04166667,-78.8125,0.8040068,730.087807,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1444,1444,4226,0,0,0,0,0,0,0,0,0,0,0,0
"1458",392,"74D16",40.02083333,-78.78125,0.986632391,650.401207,40.04166667,-78.8125,0.8040068,730.087807,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1568,1568,4317,0,0,0,0,0,0,0,0,0,0,0,0
"1459",392,"74D14",40.0625,-78.78125,0.886235955,808.9614258,40.04166667,-78.8125,0.8040068,730.087807,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1569,1569,4228,0,0,0,0,0,0,0,0,0,0,0,0
"1460",393,"73D75",40.02083333,-78.96875,0.618813414,731.1080061,40.04166667,-78.9375,0.571128327,686.6093101,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1446,1446,4311,30,0.6,0,0,30,0,30,0.6,30,0,0,0.3
"1461",393,"73D76",40.02083333,-78.90625,0.579848105,690.4786028,40.04166667,-78.9375,0.571128327,686.6093101,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1578,1578,4313,0,0,0,0,0,0,0,0,0,0,0,0.3
"1462",393,"73D74",40.0625,-78.90625,0.623367249,696.4599697,40.04166667,-78.9375,0.571128327,686.6093101,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1577,1577,4224,0,0,0,0,0,0,0,0,0,0,0,0.3
"1463",393,"73D73",40.0625,-78.96875,0.46248454,628.3906616,40.04166667,-78.9375,0.571128327,686.6093101,40.16666667,-78.75,0.575412666,566.7573652,40.33333333,-78.5,0.581702335,471.3057967,1570,1570,4222,30,0.6,0,0,30,0,30,0.6,30,0,0,0.3
